,type,id,attributes.name,attributes.location.north,attributes.location.east,attributes.address,attributes.isPublished,attributes.created,attributes.changed,relationships.image.data.type,relationships.image.data.id,relationships.image.links.self,relationships.image.links.related,relationships.serviceType.data.type,relationships.serviceType.data.id,relationships.serviceType.links.self,relationships.serviceType.links.related,relationships.regions.data,links.self
63,serviceunits,13646,Sannadalsparkens utegym,6577759,150485,Gröndalsvägen 61,True,2019-10-22,2021-09-24,files,886445ff-471c-4cca-a323-920a113ca6c1,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13646/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13646/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13646/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13646/servicetype,"[{'type': 'regions', 'id': '16'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13646
64,serviceunits,12760,Skarpnäcksfältets utegym,6572761,156841,Horisontvägen 15,True,2019-08-22,2020-05-26,files,a1d93cb8-9bd9-4178-8e00-624ab6ba0124,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12760/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12760/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12760/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12760/servicetype,"[{'type': 'regions', 'id': '9'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12760
65,serviceunits,13647,Skärholmens utegym,6574185,144428,,True,2019-10-22,2020-08-26,files,f222f5a4-602d-4d63-b2a7-b28267fb425b,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13647/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13647/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13647/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13647/servicetype,"[{'type': 'regions', 'id': '10'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13647
66,serviceunits,13648,Smedsuddsbadets utegym,6578963,151203,Smedsuddsbadet,True,2019-10-22,2021-04-08,files,b80b5fcf-0810-4d18-be85-e0ed5d328b26,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13648/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13648/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13648/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13648/servicetype,"[{'type': 'regions', 'id': '6'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13648
67,serviceunits,13649,Solbergaskogens utegym,6574420,150341,"Nära Sulvägen 22, Hägersten",True,2019-10-22,2021-09-24,files,d1a8054e-dc77-4789-b61b-3ab515e569b6,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13649/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13649/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13649/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13649/servicetype,"[{'type': 'regions', 'id': '16'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13649
68,serviceunits,13650,Solbrännans utegym,6574086,150899,Parken Solbrännan i hörnet Götalandsvägen och Folkparksvägen,True,2019-10-22,2021-09-24,files,15f41caa-556a-4f5d-afc3-a9a8e0e3ff83,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13650/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13650/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13650/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13650/servicetype,"[{'type': 'regions', 'id': '16'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13650
69,serviceunits,13651,Solviks utegym,6577823,148020,Ålstens skogsväg,True,2019-10-22,2022-03-11,files,2bc6b926-b5c9-4176-8a3c-8cc7f813c2a2,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13651/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13651/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13651/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13651/servicetype,"[{'type': 'regions', 'id': '1'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13651
70,serviceunits,12771,Spånga idrottsplats utegym,6585807,144744,Solhems hagväg 2,True,2019-08-27,2019-10-28,files,7f23f970-9504-4468-9961-95086d2fcd1e,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12771/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12771/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12771/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12771/servicetype,"[{'type': 'regions', 'id': '11'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12771
71,serviceunits,13652,Spånga utegym,6585247,144308,,True,2019-10-22,2019-10-28,files,d19ae23d-7f12-48b2-ac3c-934c7479ea32,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13652/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13652/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13652/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13652/servicetype,"[{'type': 'regions', 'id': '11'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13652
72,serviceunits,12770,Stora Sköndals utegym,6570409,157162,,True,2019-08-27,2021-05-14,files,3bd4b28d-c4a3-43b0-a2fe-06dff7dee1c3,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12770/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12770/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12770/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12770/servicetype,"[{'type': 'regions', 'id': '3'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12770
73,serviceunits,13653,Stråkets utegym,6582795,140392,,True,2019-10-22,2022-05-10,files,b3a9a3c8-8049-4a58-bc34-7f6108ecd8c3,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13653/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13653/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13653/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13653/servicetype,"[{'type': 'regions', 'id': '5'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13653
74,serviceunits,15176,Svampvägens utegym,6574032,154594,Mellanvägen 9,True,2021-08-03,,files,99a0d53c-f30d-4313-8224-458caf2f7fd1,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15176/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15176/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15176/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15176/servicetype,"[{'type': 'regions', 'id': '2'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15176
75,serviceunits,14799,Svandammsparkens utegym,6576274,150325,Korsningen Tellusborgsvägen och Vattenledningsvägen,True,2020-07-24,2021-12-01,files,aff13d17-78dd-47d9-804b-f4614329dce2,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/14799/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/14799/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/14799/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/14799/servicetype,"[{'type': 'regions', 'id': '16'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/14799
76,serviceunits,13654,Sätradals utegym,6574541,145279,,True,2019-10-22,2020-08-26,files,016a2040-305a-4231-8eee-fafcbe086154,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13654/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13654/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13654/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13654/servicetype,"[{'type': 'regions', 'id': '10'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13654
77,serviceunits,13655,Sätrastrandsbadet utegym,6574558,143907,"Alsätravägen 250, Skärholmen",True,2019-10-22,2021-04-13,files,026a77fb-91c2-40e2-8bfa-8bbaedf8eb0e,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13655/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13655/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13655/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13655/servicetype,"[{'type': 'regions', 'id': '10'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13655
78,serviceunits,13656,Tantolundens utegym,6577605,152034,,True,2019-10-22,2021-02-01,files,63938610-903a-41af-8135-f6468ea77a04,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13656/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13656/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13656/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13656/servicetype,"[{'type': 'regions', 'id': '12'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13656
79,serviceunits,13657,Tessinparkens seniorgym,6581114,155380,Tessinparken mot Askrikegatan,True,2019-10-22,2022-03-24,files,43bfcd2a-1b4c-4c00-a5de-e6102e65134f,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13657/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13657/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13657/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13657/servicetype,"[{'type': 'regions', 'id': '14'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13657
80,serviceunits,15454,Tranebergsängens utegym,6579994,149289,Tranebergsvägen,True,2022-06-30,2022-06-30,files,ab7e3112-b818-4d32-91a6-b7d42c11eb43,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15454/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15454/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15454/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15454/servicetype,"[{'type': 'regions', 'id': '1'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15454
81,serviceunits,13658,Vanadislundens utegym,6581388,153013,Vanadislunden i korsningen Frejgatan/Sveavägen,True,2019-10-22,2022-03-24,files,803da561-e48f-4dbc-bed7-ee29451e12a4,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13658/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13658/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13658/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13658/servicetype,"[{'type': 'regions', 'id': '7'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13658
82,serviceunits,13659,Vasaparkens utegym,6580442,152307,"Vasaparken, mot Torsgatan",True,2019-10-22,2022-03-24,files,ffe69054-11f7-4986-a296-1f221abeef7d,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13659/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13659/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13659/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13659/servicetype,"[{'type': 'regions', 'id': '7'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13659
83,serviceunits,15315,Vespern,6570561,156547,,True,2022-03-08,2022-04-20,files,daddb6a0-e151-4c2e-9d0f-cc0e076ecf03,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15315/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15315/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15315/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15315/servicetype,"[{'type': 'regions', 'id': '3'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15315
84,serviceunits,13660,Vintervikens utegym,6577396,150144,Vinterviksvägen 8,True,2019-10-22,2021-09-24,files,085ba097-666f-499f-9819-7d35a0bd40c6,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13660/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13660/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13660/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13660/servicetype,"[{'type': 'regions', 'id': '16'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13660
85,serviceunits,15198,Vårbergstoppens utegym,6573044,143002,,True,2021-10-12,2021-10-12,files,0209e216-1e93-4e13-8e19-15ddb0767def,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15198/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15198/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15198/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15198/servicetype,"[{'type': 'regions', 'id': '10'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15198
86,serviceunits,14823,Vårflodsparkens utegym,6574534,153507,Estlandsgatan 111,True,2020-08-19,2021-09-01,files,e22cb48f-4da4-45d9-abc2-54ba2d7ba0f5,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/14823/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/14823/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/14823/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/14823/servicetype,"[{'type': 'regions', 'id': '2'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/14823
87,serviceunits,13661,Vårgårdens utegym,6573497,143444,,True,2019-10-22,2020-08-26,files,57512a1e-0e6d-4fee-8a97-85b336c79ab1,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13661/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13661/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13661/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13661/servicetype,"[{'type': 'regions', 'id': '10'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13661
88,serviceunits,15299,Älvsjöskogens lilla utegym,6572194,149807,Älvsjöskogens motionsspår - utmed järnvägsspåret,True,2022-02-11,2022-02-11,files,6665da0f-ade0-468a-a4e3-12636e7845e7,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15299/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15299/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15299/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15299/servicetype,"[{'type': 'regions', 'id': '16'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/15299
89,serviceunits,13663,Älvsjöskogens stora utegym,6572861,149682,Älvsjöskogens huvudentré från Klubbevägen,True,2019-10-22,2022-02-11,files,bbd517c4-5545-4256-b080-43129a0a26e6,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13663/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13663/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13663/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13663/servicetype,"[{'type': 'regions', 'id': '16'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13663
90,serviceunits,13675,Ärvinge utegym,6587132,146225,,True,2019-10-22,2022-01-18,files,2ac1f6e0-4102-4cb7-ad19-d9a74aaaf91d,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13675/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13675/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13675/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13675/servicetype,"[{'type': 'regions', 'id': '8'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13675
91,serviceunits,12762,Ågestas utegym,6567465,155986,,True,2019-08-22,2019-10-28,files,c7a2a9b5-adfb-410b-9ce8-de4f864a62b2,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12762/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12762/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12762/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12762/servicetype,"[{'type': 'regions', 'id': '15'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12762
92,serviceunits,13662,Årstaskogens utegym,6576427,153374,,True,2019-10-22,2021-02-05,files,54f29ec3-a624-46ac-9b31-2c5a6f6c96ab,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13662/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13662/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13662/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13662/servicetype,"[{'type': 'regions', 'id': '2'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13662
93,serviceunits,13676,Årstavikens utegym,6576660,152275,,True,2019-10-22,2021-02-08,files,12f8c360-440e-4d20-a3ee-7839e66a6329,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13676/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13676/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13676/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13676/servicetype,"[{'type': 'regions', 'id': '2'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/13676
94,serviceunits,12763,Östbergas utegym,6574564,151822,,True,2019-08-22,2021-02-05,files,9249cdbd-c2a1-4d24-a38c-b6d4c6f2b7cc,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12763/relationships/image,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12763/image,servicetypes,122,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12763/relationships/servicetype,https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12763/servicetype,"[{'type': 'regions', 'id': '2'}]",https://apigw.stockholm.se/noauth/virtualhittaservicedmz/rest/serviceunits/12763
